      106	2010-08-20 13:51:09	1	0	1	0
      104	2010-08-20 13:53:22	1	0	1	0
      112	2010-08-20 13:54:34	1	0	1	0
       89	2010-08-20 13:59:16	1	0	1	0
      169	2010-08-20 13:59:23	1	0	1	0
      106	2010-08-20 13:59:28	1	0	1	0
      112	2010-08-20 13:59:33	1	0	1	0
       72	2010-08-20 14:00:48	1	0	1	0
       89	2010-08-20 14:31:12	1	0	1	0
      106	2010-08-20 14:31:19	1	0	1	0
      112	2010-08-20 14:31:28	1	0	1	0
      169	2010-08-17 07:58:05	1	0	1	0
      169	2010-08-17 12:07:49	1	1	1	0
      169	2010-08-17 12:56:55	1	0	1	0
      169	2010-08-17 12:57:18	1	1	1	0
      169	2010-08-17 18:09:21	1	1	1	0
       89	2010-08-23 11:38:10	1	0	1	0
       72	2010-08-23 11:38:29	1	0	1	0
       89	2010-08-23 11:38:59	1	0	1	0
       40	2010-08-23 11:41:48	1	0	1	0
       39	2010-08-23 11:45:21	1	0	1	0
       89	2010-08-23 11:45:43	1	0	1	0
       89	2010-08-23 11:45:50	1	0	1	0
       89	2010-08-23 11:45:59	1	1	1	0
      169	2010-08-24 09:49:30	1	0	1	0
       49	2010-08-24 09:49:50	1	0	1	0
       72	2010-08-24 09:50:08	1	0	1	0
       51	2010-08-24 09:51:52	1	0	1	0
       48	2010-08-24 09:51:58	1	0	1	0
       49	2010-08-24 09:52:07	1	0	1	0
       45	2010-08-24 09:54:22	1	0	1	0
       57	2010-08-24 09:55:25	1	0	1	0
        2	2010-08-24 09:56:12	1	0	1	0
       62	2010-08-24 09:57:10	1	0	1	0
       20	2010-08-24 10:01:13	1	0	1	0
       12	2010-08-24 10:02:28	1	0	1	0
       12	2010-08-24 10:02:35	1	0	1	0
        4	2010-08-24 10:03:41	1	0	1	0
       53	2010-08-24 10:04:46	1	0	1	0
        9	2010-08-24 10:05:47	1	0	1	0
        9	2010-08-24 10:06:01	1	0	1	0
        6	2010-08-24 10:07:03	1	0	1	0
       17	2010-08-24 10:08:05	1	0	1	0
       66	2010-08-24 10:09:11	1	0	1	0
       19	2010-08-24 10:10:17	1	0	1	0
       19	2010-08-24 10:10:24	1	0	1	0
       15	2010-08-24 10:11:23	1	0	1	0
        8	2010-08-24 10:12:23	1	0	1	0
        8	2010-08-24 10:12:35	1	0	1	0
       12	2010-08-24 10:13:11	1	0	1	0
        8	2010-08-24 10:13:18	1	0	1	0
        7	2010-08-24 10:14:32	1	0	1	0
        7	2010-08-24 10:14:38	1	0	1	0
       13	2010-08-24 10:15:42	1	0	1	0
       24	2010-08-24 10:16:49	1	0	1	0
       63	2010-08-24 10:18:43	1	0	1	0
       65	2010-08-24 10:20:07	1	0	1	0
       64	2010-08-24 10:21:07	1	0	1	0
       27	2010-08-24 10:22:58	1	0	1	0
       28	2010-08-24 10:24:59	1	0	1	0
       31	2010-08-24 10:26:24	1	0	1	0
       30	2010-08-24 10:27:13	1	0	1	0
      106	2010-08-24 10:27:24	1	0	1	0
       37	2010-08-24 10:29:04	1	0	1	0
       55	2010-08-24 10:29:49	1	0	1	0
       55	2010-08-24 10:30:00	1	0	1	0
       55	2010-08-24 10:30:05	1	0	1	0
       33	2010-08-24 10:31:06	1	0	1	0
       61	2010-08-24 10:31:58	1	0	1	0
       56	2010-08-24 10:33:10	1	0	1	0
       36	2010-08-24 10:41:15	1	0	1	0
       50	2010-08-24 13:42:58	1	0	1	0
       54	2010-08-24 13:45:39	1	0	1	0
       59	2010-08-24 13:48:11	1	0	1	0
       58	2010-08-24 13:49:03	1	0	1	0
       18	2010-08-24 13:49:52	1	0	1	0
       35	2010-08-24 13:52:56	1	0	1	0
       35	2010-08-24 13:53:05	1	0	1	0
      169	2010-08-24 13:53:40	1	0	1	0
       24	2010-08-24 13:53:54	1	0	1	0
      104	2010-08-24 13:54:04	1	0	1	0
       34	2010-08-24 13:55:20	1	0	1	0
       48	2010-08-24 13:55:33	1	0	1	0
       34	2010-08-24 13:56:01	1	0	1	0
       48	2010-08-24 13:56:05	1	0	1	0
       21	2010-08-24 14:14:23	1	0	1	0
       22	2010-08-24 14:38:49	1	0	1	0
       52	2010-08-24 14:49:49	1	0	1	0
       46	2010-08-24 15:36:46	1	0	1	0
